tweet_id,tweet.date,tweet.username,tweet.content,location
1.31762E+18,2020-10-17 23:59:56+00:00,dis_is_mani,"@KaylahOniwo #EndSARS 
#EndSARS
#EndSARS
#EndSARS
#EndSARS 
#EndSARS
#EndSARS
#EndSARS
#EndSARS 
#EndSARS
#EndSARS
#EndSARS
#EndSARS 
#EndSARS
#EndSARS
#EndSARS
#EndSARS 
#EndSARS
#EndSARS
#EndSARS
#EndSARS 
#EndSARS
#EndSARS
#EndSARS
#EndSARS 
#EndSARS
#EndSARS
#EndSARS
#EndSARS 
#EndSARS",
1.31762E+18,2020-10-17 23:59:56+00:00,bamisen19,"@Mochievous Kudos

#EndSARS","Akure, Nigeria"
1.31762E+18,2020-10-17 23:59:56+00:00,mfonmccarthy,"It will take an average Nigerian worker 1,638 years to earn the yearly salary of a Nigerian Senator.

If you Love Nigeria, then you should be ANGRY AS I AM. #ENDBADGOVERNANCE #EndSARS #EndSARS #ENDBADGOVERNANCE","Abuja, Nigeria"
1.31762E+18,2020-10-17 23:59:56+00:00,davidwealthnj,@InfinixNigeria #EndSARS,Worldwide 
1.31762E+18,2020-10-17 23:59:55+00:00,shadyville08,#EndSARS #ENDBADGOVERNANCE #RECONSTRUCTNIGERIA #ReformTheNigeriaPolice https://t.co/bwk2eEixWo,"ÜT: 9.84946,8.877984"
1.31762E+18,2020-10-17 23:59:55+00:00,ZionOlabisi,"If we start to talk
#EndSARS",
1.31762E+18,2020-10-17 23:59:55+00:00,Orstin,#EndSARS #EndSarsNow #EndPoliceBrutality #EndSARS,"Kaduna, Nigeria"
1.31762E+18,2020-10-17 23:59:55+00:00,divineidongesit,@AcholonuChisom @blarkkoffe #Endsars,Heaven on earth
1.31762E+18,2020-10-17 23:59:54+00:00,ojewalz,We demand the resignation of the IG of police. Pass it on. #EndSARS https://t.co/Degv6zQo9u,
1.31762E+18,2020-10-17 23:59:54+00:00,nayolink,"Just copy and paste 
#EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARs #Endsars #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS https://t.co/onX7TrkgXe",AFRICA
1.31762E+18,2020-10-17 23:59:54+00:00,hitboiforeign,#EndSARS https://t.co/pB0IitZpFQ,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:53+00:00,Brown01711192,He who help a soul will be uplifted by many #recap #EndSARS https://t.co/pn2f80GFIP,
1.31762E+18,2020-10-17 23:59:53+00:00,shenisax_,"@TheAdebusola @olabecky__ You must be a Nigerian politician. You have their triat (lies)
#EndSARS","Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:53+00:00,Gabbbytweets,#EndSARS https://t.co/EtNs89o5vj,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:52+00:00,Davidiwo13,#EndSARS https://t.co/XhvKrJUNpj,
1.31762E+18,2020-10-17 23:59:52+00:00,naheemade,"Online protesters don sleep 😴 
#EndSARS #EndPoliceBrutality #BETTERNIGERIA #BetterTogether https://t.co/87BlWcZCkS","Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:52+00:00,Umar_Tals,You’re right but now #EndSARS #EndBadGovernmentinNIGERIA https://t.co/vWrtiH0JaB,"Kano, Nigeria"
1.31762E+18,2020-10-17 23:59:51+00:00,DDesiren,Good move.... The generation of my time #EndSARS https://t.co/lQOpdMUUB3,
1.31762E+18,2020-10-17 23:59:51+00:00,ladybliss78,@DataPluGNG #EndSARS, Nigeria
1.31762E+18,2020-10-17 23:59:51+00:00,kinxli_montana,#EndSarsNow #EndSARS,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:51+00:00,aburolukaku,"Nigeria Go better generation wondering what's happening
#EndSARS #5for5 https://t.co/TGu8AjDLMe",Everywhere
1.31762E+18,2020-10-17 23:59:51+00:00,Kemfon_U,#EndSARS #FKForGovernor https://t.co/Ma4bgLLeKo,Lost in my mind
1.31762E+18,2020-10-17 23:59:51+00:00,turpzy_ui_ux,@stephen37776447 If you’re still awake Please Retweet let’s push the hashtag more #EndSARS #BetterTogether https://t.co/GVCtSAllYZ,Nigeria
1.31762E+18,2020-10-17 23:59:51+00:00,youngsuiskid,@mroscarromero @finiqx #EndSars,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:51+00:00,AJTweete,"@ChineduMemeh @mamusp Wow, when you think you’ve heard the worst of SARS horrendous illegalities another sad tale of a survivor comes up making you wonder if truly these SARS officers are human or something else.

#EndSARS #EndPoliceBrutalityinNigeria #EndBadGovernanceinNIGERIA",United States
1.31762E+18,2020-10-17 23:59:50+00:00,angieekulture,#EndSARS,"Abuja, Nigeria"
1.31762E+18,2020-10-17 23:59:50+00:00,alphaolive,@BankyW @Olamirewaju22 @fkabudu @falzthebahdguy @mrmacaronii Are you working for Lagos state government. Face your front and allow government become responsible. You don't need a 35years old person to know when government begins to act seriously on the issue at hand #EndSARS,
1.31762E+18,2020-10-17 23:59:50+00:00,terro_eyes,@SH_ARQUI @Fuffiey Ifb @terro_eyes #EndSARS #EndBokoHaramNow #EndNorthBanditry #EndPoliceBrutalityinNigeria #EndInsecurityNow #SecureNorth,"Abuja, Nigeria"
1.31762E+18,2020-10-17 23:59:50+00:00,ehienabs,"Yeah, that nomination an trap. They want to keep FK at the state level when she's clearly federal. I hate everything about it because it stinks. #EndSARS",::1
1.31762E+18,2020-10-17 23:59:50+00:00,Horldiplenty,#EndSARS #BETTERNIGERIA #ENDBADGOVERNANCE #EndPoliceBrutality https://t.co/hwpl9IVGyK,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:49+00:00,Dprincea1,"We do not ask for too much all we want is better Nigeria for all of us
#ENDSARS #BadgovernmentinNigeria","Port Harcourt, Nigeria"
1.31762E+18,2020-10-17 23:59:49+00:00,SirMRSheye,@mr_macarronii @comedy_bank #EndSARS,Nigeria 
1.31762E+18,2020-10-17 23:59:49+00:00,Sumbowright,#EndSARS https://t.co/UfBOXZogkH,"London,United Kingdom"
1.31762E+18,2020-10-17 23:59:49+00:00,Ola_isdahname,#EndSARS https://t.co/0icWlX7iIP,"Osun, Nigeria"
1.31762E+18,2020-10-17 23:59:49+00:00,Mor_ToSay,"Nigeria must no longer be comfortable for leadership....any leader that is comfortable with the way things are at the expense of other peoples suffering must be made to be uncomfortable too...they shouldnt be allowed to sleep well at night! 

#EndSARS #EndSarsNow #EndSarsNow","Washington, DC"
1.31762E+18,2020-10-17 23:59:49+00:00,mackhenryt,It's 12:59 over here and it's time to #EndSARS #EndBadGovernmentinNIGERIA,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:48+00:00,opeyemi029,Let  the youth form their own party  is the youth that know the needes of youth...not all the foolish old man we are VOTING for before will know what we need and what we want #AbujaProtest #aBetterNigeria #EndSARS #tundeednut #omokire #sowore #AishaYusuf #federalgoverment,
1.31762E+18,2020-10-17 23:59:48+00:00,mz_cruise,#Endsars,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:48+00:00,ayokblac,"@crazeclown @Sirblow_Oflagos #EndSARS #EndSARS #EndSARS 
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS
#EndSARS #EndSARS #EndSARS",boondock
1.31762E+18,2020-10-17 23:59:48+00:00,I_am_Darreh,How we go be leaders of tomorrow if you kill us..  #EndSARS #EndSWATInNigeriaNow #EndPoliceBrutalityinNigeria #EndBadGovernmentinNIGERIA,Surulere  Lagos
1.31762E+18,2020-10-17 23:59:47+00:00,inusa_aisha,@Jnr_elnino @khalifa_the10th That’s his work #SecureNorth #EndSARS,"Cape Coral, FL"
1.31762E+18,2020-10-17 23:59:47+00:00,ChuksAdonis,"@UnclePamilern @IamtheOGee #EndSARS  #EndSARS  
#EndSARS  #EndSARS 
#EndSARS  #EndSARS 
#EndSARS  #EndSARS  
#EndSARS  #EndSARS  
#EndPoliceBrutalityinNigera","Jakarta Pusat, DKI Jakarta"
1.31762E+18,2020-10-17 23:59:46+00:00,__kamsi,"#EndSARS #EndSARS #EndSARS #EndSARS
#EndPoliceBrutality #EndPoliceBrutality #EndPoliceBrutality",
1.31762E+18,2020-10-17 23:59:46+00:00,Demilademi_,@youngthug Some fathers are killing innocent children out here in 🇳🇬 #EndSars,somewhere chilling 🎈
1.31762E+18,2020-10-17 23:59:46+00:00,sommesofficial,"In their mind now “look at these small small children”
In their meeting “imagine these children o!” 
YES! IMAGINE US O! LOOK AT US VERY WELL. We haven’t started 
#EndSARS #EndPoliceBrutalityinNigera",Lagos state
1.31762E+18,2020-10-17 23:59:46+00:00,SoprialaMembere,"#NewProfilePic
#EndSARS https://t.co/Cwe17oRdka",Port Harcourt|Enugu|Lagos
1.31762E+18,2020-10-17 23:59:46+00:00,Jloms0n,Lmaooooooo 😭 ...man ratted himself. #EndSARS https://t.co/2kgjXsG2tU,Global | Rifted Basin
1.31762E+18,2020-10-17 23:59:46+00:00,panditlord,"@Juliboh001 @joseph_afc Lastly U fine sha, after the protest we go shall come collect the wrapper wipe face, Na who Dey alive de make friend.. #EndSARS",
1.31762E+18,2020-10-17 23:59:45+00:00,har_biolar,@AishaYesufu So painful 😢 #EndSARS #EndPoliceBrutality,Nigeria Lagos state
1.31762E+18,2020-10-17 23:59:45+00:00,thatbukkythoo,I know you know someone that can be profiled Even if it’s not you you have friends or other people who can be profiled who can be killed but you choose to be silent continue because it’s not you continue don’t worry don’t talk. #itsbeyond5for5 #EndSarsNow #EndSARS,Somewhere
1.31762E+18,2020-10-17 23:59:45+00:00,ms_maizie,@crazeclown @ROYSTON______ #EndSARS,"Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:44+00:00,DivineOnyekach3,"#EndSARS 
#BetterTogether https://t.co/rNWX4owxEy","Lagos, Nigeria"
1.31762E+18,2020-10-17 23:59:44+00:00,BenueFirst_,@ToolzO We need to tackle everything in Nigeria really. #EndSARS We move!,"Benue, Nigeria"
